tick,len,raw,comp,ratio
1146,6,24,16,1.5
1147,6,24,16,1.5
1148,6,24,16,1.5
1149,6,24,16,1.5
1150,6,24,16,1.5
1151,6,24,16,1.5
1152,6,24,16,1.5
1153,6,24,16,1.5
1154,6,24,16,1.5
1155,6,24,16,1.5
1156,6,24,16,1.5
1157,6,24,16,1.5
1158,6,24,16,1.5
1159,6,24,16,1.5
1160,6,24,16,1.5
1161,6,24,16,1.5
1162,6,24,16,1.5
1163,6,24,16,1.5
1164,6,24,16,1.5
1165,6,24,16,1.5
1166,6,24,16,1.5
1167,6,24,16,1.5
1168,6,24,16,1.5
1169,6,24,16,1.5
1170,6,24,16,1.5
1171,6,24,16,1.5
1172,6,24,16,1.5
1173,6,24,16,1.5
1174,6,24,16,1.5
1175,6,24,16,1.5
1176,6,24,16,1.5
1177,6,24,16,1.5
1178,6,24,16,1.5
1179,6,24,16,1.5
1180,6,24,16,1.5
1181,6,24,16,1.5
1182,6,24,16,1.5
1183,6,24,16,1.5
1184,6,24,16,1.5
1185,6,24,16,1.5
1186,6,24,16,1.5
1187,6,24,16,1.5
1188,6,24,16,1.5
1189,6,24,16,1.5
1190,6,24,16,1.5
1191,6,24,16,1.5
1192,6,24,16,1.5
1193,6,24,16,1.5
1194,6,24,16,1.5
1195,6,24,16,1.5
1196,6,24,16,1.5
1197,6,24,16,1.5
1198,6,24,16,1.5
1199,6,24,16,1.5
1200,6,24,16,1.5
1201,6,24,16,1.5
1202,6,24,16,1.5
1203,6,24,16,1.5
1204,6,24,16,1.5
1205,6,24,16,1.5
1206,6,24,16,1.5
1207,6,24,16,1.5
1208,6,24,16,1.5
1209,6,24,16,1.5
1210,6,24,16,1.5
1211,6,24,16,1.5
1212,6,24,16,1.5
1213,6,24,16,1.5
1214,6,24,16,1.5
1215,6,24,16,1.5
1216,6,24,16,1.5
1217,6,24,16,1.5
1218,6,24,16,1.5
1219,6,24,16,1.5
1220,6,24,16,1.5
1221,6,24,16,1.5
1222,6,24,16,1.5
1223,6,24,16,1.5
1224,6,24,16,1.5
1225,6,24,16,1.5
1226,6,24,16,1.5
1227,6,24,16,1.5
1228,6,24,16,1.5
1229,6,24,16,1.5
1230,6,24,16,1.5
1231,6,24,16,1.5
1232,6,24,16,1.5
1233,6,24,16,1.5
1234,6,24,16,1.5
1235,6,24,16,1.5
1236,6,24,16,1.5
1237,6,24,16,1.5
1238,6,24,16,1.5
1239,6,24,16,1.5
1240,6,24,16,1.5
1241,6,24,16,1.5
1242,6,24,16,1.5
1243,6,24,16,1.5
1244,6,24,16,1.5
1245,6,24,16,1.5
1246,6,24,16,1.5
1247,6,24,16,1.5
1248,6,24,16,1.5
1249,6,24,16,1.5
1250,6,24,16,1.5
1251,6,24,16,1.5
1252,6,24,16,1.5
1253,6,24,16,1.5
1254,6,24,16,1.5
1255,6,24,16,1.5
1256,6,24,16,1.5
1257,6,24,16,1.5
1258,6,24,16,1.5
1259,6,24,16,1.5
1260,6,24,16,1.5
1261,6,24,16,1.5
1262,6,24,16,1.5
1263,6,24,16,1.5
1264,6,24,16,1.5
1265,6,24,16,1.5
1266,6,24,16,1.5
1267,6,24,16,1.5
1268,6,24,16,1.5
1269,6,24,16,1.5
1270,6,24,16,1.5
1271,6,24,16,1.5
1272,6,24,16,1.5
1273,6,24,16,1.5
1274,6,24,16,1.5
1275,6,24,16,1.5
1276,6,24,16,1.5
1277,6,24,16,1.5
1278,6,24,16,1.5
1279,6,24,16,1.5
1280,6,24,16,1.5
1281,6,24,16,1.5
1282,6,24,16,1.5
1283,6,24,16,1.5
1284,6,24,16,1.5
1285,6,24,16,1.5
1286,6,24,16,1.5
1287,6,24,16,1.5
1288,6,24,16,1.5
1289,6,24,16,1.5
1290,6,24,16,1.5
1291,6,24,16,1.5
1292,6,24,16,1.5
1293,6,24,16,1.5
1294,6,24,16,1.5
1295,6,24,16,1.5
1296,6,24,16,1.5
1297,6,24,16,1.5
1298,6,24,16,1.5
1299,6,24,16,1.5
1300,6,24,16,1.5
1301,6,24,16,1.5
1302,6,24,16,1.5
1303,6,24,16,1.5
1304,6,24,16,1.5
1305,6,24,16,1.5
1306,6,24,16,1.5
1307,6,24,16,1.5
1308,6,24,16,1.5
1309,6,24,16,1.5
1310,6,24,16,1.5
1311,6,24,16,1.5
1312,6,24,16,1.5
1313,6,24,16,1.5
1314,6,24,16,1.5
1315,6,24,16,1.5
1316,6,24,16,1.5
1317,6,24,16,1.5
1318,6,24,16,1.5
1319,6,24,16,1.5
1320,6,24,16,1.5
1321,6,24,16,1.5
1322,6,24,16,1.5
1323,6,24,16,1.5
1324,6,24,16,1.5
1325,6,24,16,1.5
1326,6,24,16,1.5
1327,6,24,16,1.5
1328,6,24,16,1.5
1329,6,24,16,1.5
1330,6,24,16,1.5
1331,6,24,16,1.5
1332,6,24,16,1.5
1333,6,24,16,1.5
1334,6,24,16,1.5
1335,6,24,16,1.5
1336,6,24,16,1.5
1337,6,24,16,1.5
1338,6,24,16,1.5
1339,6,24,16,1.5
1340,6,24,16,1.5
1341,6,24,16,1.5
1342,6,24,16,1.5
1343,6,24,16,1.5
1344,6,24,16,1.5
1345,6,24,16,1.5
1346,6,24,16,1.5
1347,6,24,16,1.5
1348,6,24,16,1.5
1349,6,24,16,1.5
1350,6,24,16,1.5
1351,6,24,16,1.5
1352,6,24,16,1.5
1353,6,24,16,1.5
1354,6,24,16,1.5
1355,6,24,16,1.5
1356,6,24,16,1.5
1357,6,24,16,1.5
1358,6,24,16,1.5
1359,6,24,16,1.5
1360,6,24,16,1.5
1361,6,24,16,1.5
1362,6,24,16,1.5
1363,6,24,16,1.5
1364,6,24,16,1.5
1365,6,24,16,1.5
1366,6,24,16,1.5
1367,6,24,16,1.5
1368,6,24,16,1.5
1369,6,24,16,1.5
1370,6,24,16,1.5
1371,6,24,16,1.5
1372,6,24,16,1.5
1373,6,24,16,1.5
1374,6,24,16,1.5
1375,6,24,16,1.5
1376,6,24,16,1.5
1377,6,24,16,1.5
1378,6,24,16,1.5
1379,6,24,16,1.5
1380,6,24,16,1.5
1381,6,24,16,1.5
1382,6,24,16,1.5
1383,6,24,16,1.5
1384,6,24,16,1.5
1385,6,24,16,1.5
1386,6,24,16,1.5
1387,6,24,16,1.5
1388,6,24,16,1.5
1389,6,24,16,1.5
1390,6,24,16,1.5
1391,6,24,16,1.5
1392,6,24,16,1.5
1393,6,24,16,1.5
1394,6,24,16,1.5
1395,6,24,16,1.5
1396,6,24,16,1.5
1397,6,24,16,1.5
1398,6,24,16,1.5
1399,6,24,16,1.5
1400,6,24,16,1.5
1401,6,24,16,1.5
1402,6,24,16,1.5
1403,6,24,16,1.5
1404,6,24,16,1.5
1405,6,24,16,1.5
1406,6,24,16,1.5
1407,6,24,16,1.5
1408,6,24,16,1.5
1409,6,24,16,1.5
1410,6,24,16,1.5
1411,6,24,16,1.5
1412,6,24,16,1.5
1413,6,24,16,1.5
1414,6,24,16,1.5
1415,6,24,16,1.5
1416,6,24,16,1.5
1417,6,24,16,1.5
1418,6,24,16,1.5
1419,6,24,16,1.5
1420,6,24,16,1.5
1421,6,24,16,1.5
1422,6,24,16,1.5
1423,6,24,16,1.5
1424,6,24,16,1.5
1425,6,24,16,1.5
1426,6,24,16,1.5
1427,6,24,16,1.5
1428,6,24,16,1.5
1429,6,24,16,1.5
1430,6,24,16,1.5
1431,6,24,16,1.5
1432,6,24,16,1.5
1433,6,24,16,1.5
1434,6,24,16,1.5
1435,6,24,16,1.5
1436,6,24,16,1.5
1437,6,24,16,1.5
1438,6,24,16,1.5
1439,6,24,16,1.5
1440,6,24,16,1.5
1441,6,24,16,1.5
1442,6,24,16,1.5
1443,6,24,16,1.5
1444,6,24,16,1.5
1445,6,24,16,1.5
1446,6,24,16,1.5
1447,6,24,16,1.5
1448,6,24,16,1.5
1449,6,24,16,1.5
1450,6,24,16,1.5
1451,6,24,16,1.5
1452,6,24,16,1.5
1453,6,24,16,1.5
1454,6,24,16,1.5
1455,6,24,16,1.5
1456,6,24,16,1.5
1457,6,24,16,1.5
1458,6,24,16,1.5
1459,6,24,16,1.5
1460,6,24,16,1.5
1461,6,24,16,1.5
1462,6,24,16,1.5
1463,6,24,16,1.5
1464,6,24,16,1.5
1465,6,24,16,1.5
1466,6,24,16,1.5
1467,6,24,16,1.5
1468,6,24,16,1.5
1469,6,24,16,1.5
1470,6,24,16,1.5
1471,6,24,16,1.5
1472,6,24,16,1.5
1473,6,24,16,1.5
1474,6,24,16,1.5
1475,6,24,16,1.5
1476,6,24,16,1.5
1477,6,24,16,1.5
1478,6,24,16,1.5
1479,6,24,16,1.5
1480,6,24,16,1.5
1481,6,24,16,1.5
1482,6,24,16,1.5
1483,6,24,16,1.5
1484,6,24,16,1.5
1485,6,24,16,1.5
1486,6,24,16,1.5
1487,6,24,16,1.5
1488,6,24,16,1.5
1489,6,24,16,1.5
1490,6,24,16,1.5
1491,6,24,16,1.5
1492,6,24,16,1.5
1493,6,24,16,1.5
1494,6,24,16,1.5
1495,6,24,16,1.5
1496,6,24,16,1.5
1497,6,24,16,1.5
1498,6,24,16,1.5
1499,6,24,16,1.5
1500,6,24,16,1.5
1501,6,24,16,1.5
1502,6,24,16,1.5
1503,6,24,16,1.5
1504,6,24,16,1.5
1505,6,24,16,1.5
1506,6,24,16,1.5
1507,6,24,16,1.5
1508,6,24,16,1.5
1509,6,24,16,1.5
1510,6,24,16,1.5
1511,6,24,16,1.5
1512,6,24,16,1.5
1513,6,24,16,1.5
1514,6,24,16,1.5
1515,6,24,16,1.5
1516,6,24,16,1.5
1517,6,24,16,1.5
1518,6,24,16,1.5
1519,6,24,16,1.5
1520,6,24,16,1.5
1521,6,24,16,1.5
1522,6,24,16,1.5
1523,6,24,16,1.5
1524,6,24,16,1.5
1525,6,24,16,1.5
1526,6,24,16,1.5
1527,6,24,16,1.5
1528,6,24,16,1.5
1529,6,24,16,1.5
1530,6,24,16,1.5
1531,6,24,16,1.5
1532,6,24,16,1.5
1533,6,24,16,1.5
1534,6,24,16,1.5
1535,6,24,16,1.5
1536,6,24,16,1.5
1537,6,24,16,1.5
1538,6,24,16,1.5
1539,6,24,16,1.5
1540,6,24,16,1.5
1541,6,24,16,1.5
1542,6,24,16,1.5
1543,6,24,16,1.5
1544,6,24,16,1.5
1545,6,24,16,1.5
1546,6,24,16,1.5
1547,6,24,16,1.5
1548,6,24,16,1.5
1549,6,24,16,1.5
1550,6,24,16,1.5
1551,6,24,16,1.5
1552,6,24,16,1.5
1553,6,24,16,1.5
1554,6,24,16,1.5
1555,6,24,16,1.5
1556,6,24,16,1.5
1557,6,24,16,1.5
1558,6,24,16,1.5
1559,6,24,16,1.5
1560,6,24,16,1.5
1561,6,24,16,1.5
1562,6,24,16,1.5
1563,6,24,16,1.5
1564,6,24,16,1.5
1565,6,24,16,1.5
1566,6,24,16,1.5
1567,6,24,16,1.5
1568,6,24,16,1.5
1569,6,24,16,1.5
1570,6,24,16,1.5
1571,6,24,16,1.5
1572,6,24,16,1.5
1573,6,24,16,1.5
1574,6,24,16,1.5
1575,6,24,16,1.5
1576,6,24,16,1.5
1577,6,24,16,1.5
1578,6,24,16,1.5
1579,6,24,16,1.5
1580,6,24,16,1.5
1581,6,24,16,1.5
1582,6,24,16,1.5
1583,6,24,16,1.5
1584,6,24,16,1.5
1585,6,24,16,1.5
1586,6,24,16,1.5
1587,6,24,16,1.5
1588,6,24,16,1.5
1589,6,24,16,1.5
1590,6,24,16,1.5
1591,6,24,16,1.5
1592,6,24,16,1.5
1593,6,24,16,1.5
1594,6,24,16,1.5
1595,6,24,16,1.5
1596,6,24,16,1.5
1597,6,24,16,1.5
1598,6,24,16,1.5
1599,6,24,16,1.5
1600,6,24,16,1.5
1601,6,24,16,1.5
1602,6,24,16,1.5
1603,6,24,16,1.5
1604,6,24,16,1.5
1605,6,24,16,1.5
1606,6,24,16,1.5
1607,6,24,16,1.5
1608,6,24,16,1.5
1609,6,24,16,1.5
1610,6,24,16,1.5
1611,6,24,16,1.5
1612,6,24,16,1.5
1613,6,24,16,1.5
1614,6,24,16,1.5
1615,6,24,16,1.5
1616,6,24,16,1.5
1617,6,24,16,1.5
1618,6,24,16,1.5
1619,6,24,16,1.5
1620,6,24,16,1.5
1621,6,24,16,1.5
1622,6,24,16,1.5
1623,6,24,16,1.5
1624,6,24,16,1.5
1625,6,24,16,1.5
1626,6,24,16,1.5
1627,6,24,16,1.5
1628,6,24,16,1.5
1629,6,24,16,1.5
1630,6,24,16,1.5
1631,6,24,16,1.5
1632,6,24,16,1.5
1633,6,24,16,1.5
1634,6,24,16,1.5
1635,6,24,16,1.5
1636,6,24,16,1.5
1637,6,24,16,1.5
1638,6,24,16,1.5
1639,6,24,16,1.5
1640,6,24,16,1.5
1641,6,24,16,1.5
1642,6,24,16,1.5
1643,6,24,16,1.5
1644,6,24,16,1.5
1645,6,24,16,1.5
1646,6,24,16,1.5
1647,6,24,16,1.5
1648,6,24,16,1.5
1649,6,24,16,1.5
1650,6,24,16,1.5
1651,6,24,16,1.5
1652,6,24,16,1.5
1653,6,24,16,1.5
1654,6,24,16,1.5
1655,6,24,16,1.5
1656,6,24,16,1.5
1657,6,24,16,1.5
1658,6,24,16,1.5
1659,6,24,16,1.5
1660,6,24,16,1.5
1661,6,24,16,1.5
1662,6,24,16,1.5
1663,6,24,16,1.5
1664,6,24,16,1.5
1665,6,24,16,1.5
1666,6,24,16,1.5
1667,6,24,16,1.5
1668,6,24,16,1.5
1669,6,24,16,1.5
1670,6,24,16,1.5
1671,6,24,16,1.5
1672,6,24,16,1.5
1673,6,24,16,1.5
1674,6,24,16,1.5
1675,6,24,16,1.5
1676,6,24,16,1.5
1677,6,24,16,1.5
1678,6,24,16,1.5
1679,6,24,16,1.5
1680,6,24,16,1.5
1681,6,24,16,1.5
1682,6,24,16,1.5
1683,6,24,16,1.5
1684,6,24,16,1.5
1685,6,24,16,1.5
1686,6,24,16,1.5
1687,6,24,16,1.5
1688,6,24,16,1.5
1689,6,24,16,1.5
1690,6,24,16,1.5
1691,6,24,16,1.5
1692,6,24,16,1.5
1693,6,24,16,1.5
1694,6,24,16,1.5
1695,6,24,16,1.5
1696,6,24,16,1.5
1697,6,24,16,1.5
1698,6,24,16,1.5
1699,6,24,16,1.5
1700,6,24,16,1.5
1701,6,24,16,1.5
1702,6,24,16,1.5
1703,6,24,16,1.5
1704,6,24,16,1.5
1705,6,24,16,1.5
1706,6,24,16,1.5
1707,6,24,16,1.5
1708,6,24,16,1.5
1709,6,24,16,1.5
1710,6,24,16,1.5
1711,6,24,16,1.5
1712,6,24,16,1.5
1713,6,24,16,1.5
1714,6,24,16,1.5
1715,6,24,16,1.5
1716,6,24,16,1.5
1717,6,24,16,1.5
1718,6,24,16,1.5
1719,6,24,16,1.5
1720,6,24,16,1.5
1721,6,24,16,1.5
1722,6,24,16,1.5
1723,6,24,16,1.5
1724,6,24,16,1.5
1725,6,24,16,1.5
1726,6,24,16,1.5
1727,6,24,16,1.5
1728,6,24,16,1.5
1729,6,24,16,1.5
1730,6,24,16,1.5
1731,6,24,16,1.5
1732,6,24,16,1.5
1733,6,24,16,1.5
1734,6,24,16,1.5
1735,6,24,16,1.5
1736,6,24,16,1.5
1737,6,24,16,1.5
1738,6,24,16,1.5
1739,6,24,16,1.5
1740,6,24,16,1.5
1741,6,24,16,1.5
1742,6,24,16,1.5
1743,6,24,16,1.5
1744,6,24,16,1.5
1745,6,24,16,1.5
1746,6,24,16,1.5
1747,6,24,16,1.5
1748,6,24,16,1.5
1749,6,24,16,1.5
1750,6,24,16,1.5
1751,6,24,16,1.5
1752,6,24,16,1.5
1753,6,24,16,1.5
1754,6,24,16,1.5
1755,6,24,16,1.5
1756,6,24,16,1.5
1757,6,24,16,1.5
1758,6,24,16,1.5
1759,6,24,16,1.5
1760,6,24,16,1.5
1761,6,24,16,1.5
1762,6,24,16,1.5
1763,6,24,16,1.5
1764,6,24,16,1.5
1765,6,24,16,1.5
1766,6,24,16,1.5
1767,6,24,16,1.5
1768,6,24,16,1.5
1769,6,24,16,1.5
1770,6,24,16,1.5
1771,6,24,16,1.5
1772,6,24,16,1.5
1773,6,24,16,1.5
1774,6,24,16,1.5
1775,6,24,16,1.5
1776,6,24,16,1.5
1777,6,24,16,1.5
1778,6,24,16,1.5
1779,6,24,16,1.5
1780,6,24,16,1.5
1781,6,24,16,1.5
1782,6,24,16,1.5
1783,6,24,16,1.5
1784,6,24,16,1.5
1785,6,24,16,1.5
1786,6,24,16,1.5
1787,6,24,16,1.5
1788,6,24,16,1.5
1789,6,24,16,1.5
1790,6,24,16,1.5
1791,6,24,16,1.5
1792,6,24,16,1.5
1793,6,24,16,1.5
1794,6,24,16,1.5
1795,6,24,16,1.5
1796,6,24,16,1.5
1797,6,24,16,1.5
1798,6,24,16,1.5
1799,6,24,16,1.5
1800,6,24,16,1.5
1801,6,24,16,1.5
1802,6,24,16,1.5
1803,6,24,16,1.5
1804,6,24,16,1.5
1805,6,24,16,1.5
1806,6,24,16,1.5
1807,6,24,16,1.5
1808,6,24,16,1.5
1809,6,24,16,1.5
1810,6,24,16,1.5
1811,6,24,16,1.5
1812,6,24,16,1.5
1813,6,24,16,1.5
1814,6,24,16,1.5
1815,6,24,16,1.5
1816,6,24,16,1.5
1817,6,24,16,1.5
1818,6,24,16,1.5
1819,6,24,16,1.5
1820,6,24,16,1.5
1821,6,24,16,1.5
1822,6,24,16,1.5
1823,6,24,16,1.5
1824,6,24,16,1.5
1825,6,24,16,1.5
1826,6,24,16,1.5
1827,6,24,16,1.5
1828,6,24,16,1.5
1829,6,24,16,1.5
1830,6,24,16,1.5
1831,6,24,16,1.5
1832,6,24,16,1.5
1833,6,24,16,1.5
1834,6,24,16,1.5
1835,6,24,16,1.5
1836,6,24,16,1.5
1837,6,24,16,1.5
1838,6,24,16,1.5
1839,6,24,16,1.5
1840,6,24,16,1.5
1841,6,24,16,1.5
1842,6,24,16,1.5
1843,6,24,16,1.5
1844,6,24,16,1.5
1845,6,24,16,1.5
1846,6,24,16,1.5
1847,6,24,16,1.5
1848,6,24,16,1.5
1849,6,24,16,1.5
1850,6,24,16,1.5
1851,6,24,16,1.5
1852,6,24,16,1.5
1853,6,24,16,1.5
1854,6,24,16,1.5
1855,6,24,16,1.5
1856,6,24,16,1.5
1857,6,24,16,1.5
1858,6,24,16,1.5
1859,6,24,16,1.5
1860,6,24,16,1.5
1861,6,24,16,1.5
1862,6,24,16,1.5
1863,6,24,16,1.5
1864,6,24,16,1.5
1865,6,24,16,1.5
1866,6,24,16,1.5
1867,6,24,16,1.5
1868,6,24,16,1.5
1869,6,24,16,1.5
1870,6,24,16,1.5
1871,6,24,16,1.5
1872,6,24,16,1.5
1873,6,24,16,1.5
1874,6,24,16,1.5
1875,6,24,16,1.5
1876,6,24,16,1.5
1877,6,24,16,1.5
1878,6,24,16,1.5
1879,6,24,16,1.5
1880,6,24,16,1.5
1881,6,24,16,1.5
1882,6,24,16,1.5
1883,6,24,16,1.5
1884,6,24,16,1.5
1885,6,24,16,1.5
1886,6,24,16,1.5
1887,6,24,16,1.5
1888,6,24,16,1.5
1889,6,24,16,1.5
1890,6,24,16,1.5
1891,6,24,16,1.5
1892,6,24,16,1.5
1893,6,24,16,1.5
1894,6,24,16,1.5
1895,6,24,16,1.5
1896,6,24,16,1.5
1897,6,24,16,1.5
1898,6,24,16,1.5
1899,6,24,16,1.5
1900,6,24,16,1.5
1901,6,24,16,1.5
1902,6,24,16,1.5
1903,6,24,16,1.5
1904,6,24,16,1.5
1905,6,24,16,1.5
1906,6,24,16,1.5
1907,6,24,16,1.5
1908,6,24,16,1.5
1909,6,24,16,1.5
1910,6,24,16,1.5
1911,6,24,16,1.5
1912,6,24,16,1.5
1913,6,24,16,1.5
1914,6,24,16,1.5
1915,6,24,16,1.5
1916,6,24,16,1.5
1917,6,24,16,1.5
1918,6,24,16,1.5
1919,6,24,16,1.5
1920,6,24,16,1.5
1921,6,24,16,1.5
1922,6,24,16,1.5
1923,6,24,16,1.5
1924,6,24,16,1.5
1925,6,24,16,1.5
1926,6,24,16,1.5
1927,6,24,16,1.5
1928,6,24,16,1.5
1929,6,24,16,1.5
1930,6,24,16,1.5
1931,6,24,16,1.5
1932,6,24,16,1.5
1933,6,24,16,1.5
1934,6,24,16,1.5
1935,6,24,16,1.5
1936,6,24,16,1.5
1937,6,24,16,1.5
1938,6,24,16,1.5
1939,6,24,16,1.5
1940,6,24,16,1.5
1941,6,24,16,1.5
1942,6,24,16,1.5
1943,6,24,16,1.5
1944,6,24,16,1.5
1945,6,24,16,1.5
1946,6,24,16,1.5
1947,6,24,16,1.5
1948,6,24,16,1.5
1949,6,24,16,1.5
1950,6,24,16,1.5
1951,6,24,16,1.5
1952,6,24,16,1.5
1953,6,24,16,1.5
1954,6,24,16,1.5
1955,6,24,16,1.5
1956,6,24,16,1.5
1957,6,24,16,1.5
1958,6,24,16,1.5
1959,6,24,16,1.5
1960,6,24,16,1.5
1961,6,24,16,1.5
1962,6,24,16,1.5
1963,6,24,16,1.5
1964,6,24,16,1.5
1965,6,24,16,1.5
1966,6,24,16,1.5
1967,6,24,16,1.5
1968,6,24,16,1.5
1969,6,24,16,1.5
1970,6,24,16,1.5
1971,6,24,16,1.5
1972,6,24,16,1.5
1973,6,24,16,1.5
1974,6,24,16,1.5
1975,6,24,16,1.5
1976,6,24,16,1.5
1977,6,24,16,1.5
1978,6,24,16,1.5
1979,6,24,16,1.5
1980,6,24,16,1.5
1981,6,24,16,1.5
1982,6,24,16,1.5
1983,6,24,16,1.5
1984,6,24,16,1.5
1985,6,24,16,1.5
1986,6,24,16,1.5
1987,6,24,16,1.5
1988,6,24,16,1.5
1989,6,24,16,1.5
1990,6,24,16,1.5
1991,6,24,16,1.5
1992,6,24,16,1.5
1993,6,24,16,1.5
1994,6,24,16,1.5
1995,6,24,16,1.5
1996,6,24,16,1.5
1997,6,24,16,1.5
1998,6,24,16,1.5
1999,6,24,16,1.5
2000,6,24,16,1.5
2001,6,24,16,1.5
2002,6,24,16,1.5
2003,6,24,16,1.5
2004,6,24,16,1.5
2005,6,24,16,1.5
2006,6,24,16,1.5
2007,6,24,16,1.5
2008,6,24,16,1.5
2009,6,24,16,1.5
2010,6,24,16,1.5
2011,6,24,16,1.5
2012,6,24,16,1.5
2013,6,24,16,1.5
2014,6,24,16,1.5
2015,6,24,16,1.5
2016,6,24,16,1.5
2017,6,24,16,1.5
2018,6,24,16,1.5
2019,6,24,16,1.5
2020,6,24,16,1.5
2021,6,24,16,1.5
2022,6,24,16,1.5
2023,6,24,16,1.5
2024,6,24,16,1.5
2025,6,24,16,1.5
2026,6,24,16,1.5
2027,6,24,16,1.5
2028,6,24,16,1.5
2029,6,24,16,1.5
2030,6,24,16,1.5
2031,6,24,16,1.5
2032,6,24,16,1.5
2033,6,24,16,1.5
2034,6,24,16,1.5
2035,6,24,16,1.5
2036,6,24,16,1.5
2037,6,24,16,1.5
2038,6,24,16,1.5
2039,6,24,16,1.5
2040,6,24,16,1.5
2041,6,24,16,1.5
2042,6,24,16,1.5
2043,6,24,16,1.5
2044,6,24,16,1.5
2045,6,24,16,1.5
2046,6,24,16,1.5
2047,6,24,16,1.5
2048,6,24,16,1.5
2049,6,24,16,1.5
2050,6,24,16,1.5
2051,6,24,16,1.5
2052,6,24,16,1.5
2053,6,24,16,1.5
2054,6,24,16,1.5
2055,6,24,16,1.5
2056,6,24,16,1.5
2057,6,24,16,1.5
2058,6,24,16,1.5
2059,6,24,16,1.5
2060,6,24,16,1.5
2061,6,24,16,1.5
2062,6,24,16,1.5
2063,6,24,16,1.5
2064,6,24,16,1.5
2065,6,24,16,1.5
2066,6,24,16,1.5
2067,6,24,16,1.5
2068,6,24,16,1.5
2069,6,24,16,1.5
2070,6,24,16,1.5
2071,6,24,16,1.5
2072,6,24,16,1.5
2073,6,24,16,1.5
2074,6,24,16,1.5
2075,6,24,16,1.5
2076,6,24,16,1.5
2077,6,24,16,1.5
2078,6,24,16,1.5
2079,6,24,16,1.5
2080,6,24,16,1.5
2081,6,24,16,1.5
2082,6,24,16,1.5
2083,6,24,16,1.5
2084,6,24,16,1.5
2085,6,24,16,1.5
2086,6,24,16,1.5
2087,6,24,16,1.5
2088,6,24,16,1.5
2089,6,24,16,1.5
2090,6,24,16,1.5
2091,6,24,16,1.5
2092,6,24,16,1.5
2093,6,24,16,1.5
2094,6,24,16,1.5
2095,6,24,16,1.5
2096,6,24,16,1.5
2097,6,24,16,1.5
2098,6,24,16,1.5
2099,6,24,16,1.5
2100,6,24,16,1.5
2101,6,24,16,1.5
2102,6,24,16,1.5
2103,6,24,16,1.5
2104,6,24,16,1.5
2105,6,24,16,1.5
2106,6,24,16,1.5
2107,6,24,16,1.5
2108,6,24,16,1.5
2109,6,24,16,1.5
2110,6,24,16,1.5
2111,6,24,16,1.5
2112,6,24,16,1.5
2113,6,24,16,1.5
2114,6,24,16,1.5
2115,6,24,16,1.5
2116,6,24,16,1.5
2117,6,24,16,1.5
2118,6,24,16,1.5
2119,6,24,16,1.5
2120,6,24,16,1.5
2121,6,24,16,1.5
2122,6,24,16,1.5
2123,6,24,16,1.5
2124,6,24,16,1.5
2125,6,24,16,1.5
2126,6,24,16,1.5
2127,6,24,16,1.5
2128,6,24,16,1.5
2129,6,24,16,1.5
2130,6,24,16,1.5
2131,6,24,16,1.5
2132,6,24,16,1.5
2133,6,24,16,1.5
2134,6,24,16,1.5
2135,6,24,16,1.5
2136,6,24,16,1.5
2137,6,24,16,1.5
2138,6,24,16,1.5
2139,6,24,16,1.5
2140,6,24,16,1.5
2141,6,24,16,1.5
2142,6,24,16,1.5
2143,6,24,16,1.5
2144,6,24,16,1.5
2145,6,24,16,1.5
2146,6,24,16,1.5
2147,6,24,16,1.5
2148,6,24,16,1.5
2149,6,24,16,1.5
2150,6,24,16,1.5
2151,6,24,16,1.5
2152,6,24,16,1.5
2153,6,24,16,1.5
2154,6,24,16,1.5
2155,6,24,16,1.5
2156,6,24,16,1.5
2157,6,24,16,1.5
2158,6,24,16,1.5
2159,6,24,16,1.5
2160,6,24,16,1.5
2161,6,24,16,1.5
2162,6,24,16,1.5
2163,6,24,16,1.5
2164,6,24,16,1.5
2165,6,24,16,1.5
2166,6,24,16,1.5
2167,6,24,16,1.5
2168,6,24,16,1.5
2169,6,24,16,1.5
2170,6,24,16,1.5
2171,6,24,16,1.5
2172,6,24,16,1.5
2173,6,24,16,1.5
2174,6,24,16,1.5
2175,6,24,16,1.5
2176,6,24,16,1.5
2177,6,24,16,1.5
2178,6,24,16,1.5
2179,6,24,16,1.5
2180,6,24,16,1.5
2181,6,24,16,1.5
2182,6,24,16,1.5
2183,6,24,16,1.5
2184,6,24,16,1.5
2185,6,24,16,1.5
2186,6,24,16,1.5
2187,6,24,16,1.5
2188,6,24,16,1.5
2189,6,24,16,1.5
2190,6,24,16,1.5
2191,6,24,16,1.5
2192,6,24,16,1.5
2193,6,24,16,1.5
2194,6,24,16,1.5
2195,6,24,16,1.5
2196,6,24,16,1.5
2197,6,24,16,1.5
2198,6,24,16,1.5
2199,6,24,16,1.5
2200,6,24,16,1.5
2201,6,24,16,1.5
2202,6,24,16,1.5
2203,6,24,16,1.5
2204,6,24,16,1.5
2205,6,24,16,1.5
2206,6,24,16,1.5
2207,6,24,16,1.5
2208,6,24,16,1.5
2209,6,24,16,1.5
2210,6,24,16,1.5
2211,6,24,16,1.5
2212,6,24,16,1.5
2213,6,24,16,1.5
2214,6,24,16,1.5
2215,6,24,16,1.5
2216,6,24,16,1.5
2217,6,24,16,1.5
2218,6,24,16,1.5
2219,6,24,16,1.5
2220,6,24,16,1.5
