tick,0,len,6,raw,24,comp,16,ratio,1.5000
tick,1,len,6,raw,24,comp,16,ratio,1.5000
tick,2,len,6,raw,24,comp,16,ratio,1.5000
tick,3,len,6,raw,24,comp,16,ratio,1.5000
tick,4,len,6,raw,24,comp,16,ratio,1.5000
tick,5,len,6,raw,24,comp,16,ratio,1.5000
tick,6,len,6,raw,24,comp,16,ratio,1.5000
tick,7,len,6,raw,24,comp,16,ratio,1.5000
tick,8,len,6,raw,24,comp,16,ratio,1.5000
tick,9,len,6,raw,24,comp,16,ratio,1.5000
tick,10,len,6,raw,24,comp,16,ratio,1.5000
tick,11,len,6,raw,24,comp,16,ratio,1.5000
tick,12,len,6,raw,24,comp,16,ratio,1.5000
tick,13,len,6,raw,24,comp,16,ratio,1.5000
tick,14,len,6,raw,24,comp,16,ratio,1.5000
tick,15,len,6,raw,24,comp,16,ratio,1.5000
tick,16,len,6,raw,24,comp,16,ratio,1.5000
tick,17,len,6,raw,24,comp,16,ratio,1.5000
tick,18,len,6,raw,24,comp,16,ratio,1.5000
tick,19,len,6,raw,24,comp,16,ratio,1.5000
tick,20,len,6,raw,24,comp,16,ratio,1.5000
tick,21,len,6,raw,24,comp,16,ratio,1.5000
tick,22,len,6,raw,24,comp,16,ratio,1.5000
tick,23,len,6,raw,24,comp,16,ratio,1.5000
tick,24,len,6,raw,24,comp,16,ratio,1.5000
tick,25,len,6,raw,24,comp,16,ratio,1.5000
tick,26,len,6,raw,24,comp,16,ratio,1.5000
tick,27,len,6,raw,24,comp,16,ratio,1.5000
tick,28,len,6,raw,24,comp,16,ratio,1.5000
tick,29,len,6,raw,24,comp,16,ratio,1.5000
tick,30,len,6,raw,24,comp,16,ratio,1.5000
tick,31,len,6,raw,24,comp,16,ratio,1.5000
tick,32,len,6,raw,24,comp,16,ratio,1.5000
tick,33,len,6,raw,24,comp,16,ratio,1.5000
tick,34,len,6,raw,24,comp,16,ratio,1.5000
tick,35,len,6,raw,24,comp,16,ratio,1.5000
tick,36,len,6,raw,24,comp,16,ratio,1.5000
tick,37,len,6,raw,24,comp,16,ratio,1.5000
tick,38,len,6,raw,24,comp,16,ratio,1.5000
tick,39,len,6,raw,24,comp,16,ratio,1.5000
tick,40,len,6,raw,24,comp,16,ratio,1.5000
tick,41,len,6,raw,24,comp,16,ratio,1.5000
tick,42,len,6,raw,24,comp,16,ratio,1.5000
tick,43,len,6,raw,24,comp,16,ratio,1.5000
tick,44,len,6,raw,24,comp,16,ratio,1.5000
tick,45,len,6,raw,24,comp,16,ratio,1.5000
tick,46,len,6,raw,24,comp,16,ratio,1.5000
tick,47,len,6,raw,24,comp,16,ratio,1.5000
tick,48,len,6,raw,24,comp,16,ratio,1.5000
tick,49,len,6,raw,24,comp,16,ratio,1.5000
tick,50,len,6,raw,24,comp,16,ratio,1.5000
tick,51,len,6,raw,24,comp,16,ratio,1.5000
tick,52,len,6,raw,24,comp,16,ratio,1.5000
tick,53,len,6,raw,24,comp,16,ratio,1.5000
tick,54,len,6,raw,24,comp,16,ratio,1.5000
tick,55,len,6,raw,24,comp,16,ratio,1.5000
tick,56,len,6,raw,24,comp,16,ratio,1.5000
tick,57,len,6,raw,24,comp,16,ratio,1.5000
tick,58,len,6,raw,24,comp,16,ratio,1.5000
tick,59,len,6,raw,24,comp,16,ratio,1.5000
tick,60,len,6,raw,24,comp,16,ratio,1.5000
tick,61,len,6,raw,24,comp,16,ratio,1.5000
tick,62,len,6,raw,24,comp,16,ratio,1.5000
tick,63,len,6,raw,24,comp,16,ratio,1.5000
tick,64,len,6,raw,24,comp,16,ratio,1.5000
tick,65,len,6,raw,24,comp,16,ratio,1.5000
tick,66,len,6,raw,24,comp,16,ratio,1.5000
tick,67,len,6,raw,24,comp,16,ratio,1.5000
tick,68,len,6,raw,24,comp,16,ratio,1.5000
tick,69,len,6,raw,24,comp,16,ratio,1.5000
tick,70,len,6,raw,24,comp,16,ratio,1.5000
tick,71,len,6,raw,24,comp,16,ratio,1.5000
tick,72,len,6,raw,24,comp,16,ratio,1.5000
tick,73,len,6,raw,24,comp,16,ratio,1.5000
tick,74,len,6,raw,24,comp,16,ratio,1.5000
tick,75,len,6,raw,24,comp,16,ratio,1.5000
tick,76,len,6,raw,24,comp,16,ratio,1.5000
tick,77,len,6,raw,24,comp,16,ratio,1.5000
tick,78,len,6,raw,24,comp,16,ratio,1.5000
tick,79,len,6,raw,24,comp,16,ratio,1.5000
tick,80,len,6,raw,24,comp,16,ratio,1.5000
tick,81,len,6,raw,24,comp,16,ratio,1.5000
tick,82,len,6,raw,24,comp,16,ratio,1.5000
tick,83,len,6,raw,24,comp,16,ratio,1.5000
tick,84,len,6,raw,24,comp,16,ratio,1.5000
tick,85,len,6,raw,24,comp,16,ratio,1.5000
tick,86,len,6,raw,24,comp,16,ratio,1.5000
tick,87,len,6,raw,24,comp,16,ratio,1.5000
tick,88,len,6,raw,24,comp,16,ratio,1.5000
tick,89,len,6,raw,24,comp,16,ratio,1.5000
tick,90,len,6,raw,24,comp,16,ratio,1.5000
tick,91,len,6,raw,24,comp,16,ratio,1.5000
tick,92,len,6,raw,24,comp,16,ratio,1.5000
tick,93,len,6,raw,24,comp,16,ratio,1.5000
tick,94,len,6,raw,24,comp,16,ratio,1.5000
tick,95,len,6,raw,24,comp,16,ratio,1.5000
tick,96,len,6,raw,24,comp,16,ratio,1.5000
tick,97,len,6,raw,24,comp,16,ratio,1.5000
tick,98,len,6,raw,24,comp,16,ratio,1.5000
tick,99,len,6,raw,24,comp,16,ratio,1.5000
tick,100,len,6,raw,24,comp,16,ratio,1.5000
tick,101,len,6,raw,24,comp,16,ratio,1.5000
tick,102,len,6,raw,24,comp,16,ratio,1.5000
tick,103,len,6,raw,24,comp,16,ratio,1.5000
tick,104,len,6,raw,24,comp,16,ratio,1.5000
tick,105,len,6,raw,24,comp,16,ratio,1.5000
tick,106,len,6,raw,24,comp,16,ratio,1.5000
tick,107,len,6,raw,24,comp,16,ratio,1.5000
tick,108,len,6,raw,24,comp,16,ratio,1.5000
tick,109,len,6,raw,24,comp,16,ratio,1.5000
tick,110,len,6,raw,24,comp,16,ratio,1.5000
tick,111,len,6,raw,24,comp,16,ratio,1.5000
tick,112,len,6,raw,24,comp,16,ratio,1.5000
tick,113,len,6,raw,24,comp,16,ratio,1.5000
tick,114,len,6,raw,24,comp,16,ratio,1.5000
tick,115,len,6,raw,24,comp,16,ratio,1.5000
tick,116,len,6,raw,24,comp,16,ratio,1.5000
tick,117,len,6,raw,24,comp,16,ratio,1.5000
tick,118,len,6,raw,24,comp,16,ratio,1.5000
tick,119,len,6,raw,24,comp,16,ratio,1.5000
tick,120,len,6,raw,24,comp,16,ratio,1.5000
tick,121,len,6,raw,24,comp,16,ratio,1.5000
tick,122,len,6,raw,24,comp,16,ratio,1.5000
tick,123,len,6,raw,24,comp,16,ratio,1.5000
tick,124,len,6,raw,24,comp,16,ratio,1.5000
tick,125,len,6,raw,24,comp,16,ratio,1.5000
tick,126,len,6,raw,24,comp,16,ratio,1.5000
tick,127,len,6,raw,24,comp,16,ratio,1.5000
tick,128,len,6,raw,24,comp,16,ratio,1.5000
tick,129,len,6,raw,24,comp,16,ratio,1.5000
tick,130,len,6,raw,24,comp,16,ratio,1.5000
tick,131,len,6,raw,24,comp,16,ratio,1.5000
tick,132,len,6,raw,24,comp,16,ratio,1.5000
tick,133,len,6,raw,24,comp,16,ratio,1.5000
tick,134,len,6,raw,24,comp,16,ratio,1.5000
tick,135,len,6,raw,24,comp,16,ratio,1.5000
tick,136,len,6,raw,24,comp,16,ratio,1.5000
tick,137,len,6,raw,24,comp,16,ratio,1.5000
tick,138,len,6,raw,24,comp,16,ratio,1.5000
tick,139,len,6,raw,24,comp,16,ratio,1.5000
tick,140,len,6,raw,24,comp,16,ratio,1.5000
tick,141,len,6,raw,24,comp,16,ratio,1.5000
tick,142,len,6,raw,24,comp,16,ratio,1.5000
tick,143,len,6,raw,24,comp,16,ratio,1.5000
tick,144,len,6,raw,24,comp,16,ratio,1.5000
tick,145,len,6,raw,24,comp,16,ratio,1.5000
tick,146,len,6,raw,24,comp,16,ratio,1.5000
tick,147,len,6,raw,24,comp,16,ratio,1.5000
tick,148,len,6,raw,24,comp,16,ratio,1.5000
tick,149,len,6,raw,24,comp,16,ratio,1.5000
tick,150,len,6,raw,24,comp,16,ratio,1.5000
tick,151,len,6,raw,24,comp,16,ratio,1.5000
tick,152,len,6,raw,24,comp,16,ratio,1.5000
tick,153,len,6,raw,24,comp,16,ratio,1.5000
tick,154,len,6,raw,24,comp,16,ratio,1.5000
tick,155,len,6,raw,24,comp,16,ratio,1.5000
tick,156,len,6,raw,24,comp,16,ratio,1.5000
tick,157,len,6,raw,24,comp,16,ratio,1.5000
tick,158,len,6,raw,24,comp,16,ratio,1.5000
tick,159,len,6,raw,24,comp,16,ratio,1.5000
tick,160,len,6,raw,24,comp,16,ratio,1.5000
tick,161,len,6,raw,24,comp,16,ratio,1.5000
